"Table 1.5.5. Gross Domestic Product, Expanded Detail"
"Table 1.5.5. Gross Domestic Product, Expanded Detail"
"Last Revised on: June 27, 2024 - Next Release Date July 25, 2024"
Line,,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
42,"    Change in private inventories",5.7,-2.7,5.8,9.9,3.5,1.9,-1.9,5.0,4.0,0.8,-0.4,3.9,3.2,3.0,6.1,5.6,4.8,9.2,13.6,9.9,9.1,9.2,2.0,8.3,9.1,15.9,14.0,-6.3,17.1,22.3,25.8,18.0,-6.3,29.8,-14.9,-5.8,65.4,21.8,6.6,27.1,18.5,27.7,14.5,-0.4,16.3,20.8,63.8,31.2,30.8,70.9,63.7,60.8,54.5,-38.3,20.0,14.1,64.1,57.5,69.0,34.0,-29.2,-150.8,53.9,46.3,71.2,105.5,84.8,140.1,39.1,32.7,56.4,72.2,-37.6,11.7,157.3
43,"        Farm",2.7,-0.6,-0.1,1.0,1.4,0.7,0.2,-0.6,-1.0,0.1,2.0,-1.6,0.6,0.9,0.6,0.5,-1.2,0.8,-0.5,0.9,1.4,0.0,-0.8,1.7,0.3,1.5,-2.8,3.4,-0.8,4.5,1.4,3.6,-6.1,8.8,5.8,-15.4,5.7,5.8,-1.5,-6.4,-11.9,0.0,2.4,-1.3,6.3,-6.2,12.0,-11.0,8.7,3.3,1.3,-2.7,-1.4,0.0,-2.5,0.1,8.8,0.2,-3.6,0.6,-0.5,-6.7,-12.2,-2.1,-18.7,11.4,-2.8,1.5,-5.4,-5.7,-7.9,-15.9,-10.6,-1.5,-19.5
44,"        Nonfarm",3.0,-2.1,5.9,8.9,2.1,1.2,-2.1,5.6,4.9,0.7,-2.3,5.5,2.7,2.1,5.5,5.1,6.0,8.4,14.1,9.0,7.7,9.2,2.8,6.6,8.8,14.4,16.8,-9.6,18.0,17.8,24.4,14.4,-0.2,21.0,-20.7,9.6,59.7,16.1,8.0,33.6,30.4,27.7,12.2,0.9,10.1,27.0,51.8,42.2,22.1,67.7,62.5,63.5,55.9,-38.3,22.5,14.0,55.3,57.3,72.6,33.3,-28.7,-144.1,66.1,48.3,89.9,94.1,87.6,138.6,44.5,38.4,64.3,88.1,-27.0,13.2,176.8
45,Net exports of goods and services,5.5,5.2,0.7,2.5,1.2,-0.7,0.4,0.5,2.4,4.1,0.5,0.4,4.2,4.9,4.1,4.9,6.9,5.6,3.9,3.6,1.4,1.4,3.9,0.6,-3.4,4.1,-0.8,16.0,-1.6,-23.1,-25.4,-22.5,-13.1,-12.5,-20.0,-51.6,-102.7,-114.0,-131.9,-144.8,-109.4,-86.7,-77.9,-28.6,-34.7,-65.2,-92.5,-89.8,-96.4,-102.0,-162.7,-259.6,-381.1,-376.7,-439.7,-522.0,-634.1,-739.9,-786.5,-735.9,-740.9,-419.2,-532.3,-579.6,-551.6,-478.5,-508.9,-524.3,-503.3,-543.3,-593.1,-578.5,-626.4,-858.2,-971.1
46,"    Exports",15.5,14.5,12.4,17.1,16.5,15.3,15.8,17.7,21.3,24.0,20.6,22.7,27.0,27.6,29.1,31.1,35.0,37.1,40.9,43.5,47.9,51.9,59.7,63.0,70.8,95.3,126.7,138.7,149.5,159.3,186.9,230.1,280.8,305.2,283.2,277.0,302.4,303.2,321.0,363.9,444.6,504.3,551.9,594.9,633.1,654.8,720.9,812.8,867.6,953.8,953.0,992.9,1096.1,1026.8,998.0,1035.2,1176.4,1301.6,1470.2,1659.3,1835.3,1582.8,1857.2,2115.9,2217.7,2287.9,2378.5,2270.6,2235.6,2388.3,2538.1,2538.5,2150.1,2550.0,2995.0
47,"        Goods",13.3,12.2,10.2,14.2,13.4,12.4,12.9,14.4,17.6,19.6,16.4,16.5,20.5,20.9,21.7,23.3,26.8,28.0,31.1,32.5,35.7,38.7,45.0,46.2,52.6,75.8,103.5,112.5,121.5,128.4,149.9,187.3,230.4,245.2,222.6,214.0,231.3,227.5,231.4,265.6,332.1,374.8,403.3,430.1,455.3,467.7,518.4,592.4,628.8,699.9,692.6,711.7,795.1,739.6,706.6,733.9,828.0,919.3,1043.1,1159.7,1291.0,1057.4,1272.9,1468.5,1529.6,1563.9,1617.0,1496.7,1447.6,1546.7,1669.3,1644.8,1421.6,1746.0,2063.2
48,"        Services",2.3,2.3,2.1,2.9,3.0,2.9,2.9,3.3,3.7,4.5,4.1,6.3,6.6,6.7,7.4,7.7,8.3,9.2,9.8,10.9,12.2,13.2,14.7,16.8,18.3,19.5,23.2,26.2,28.0,30.9,37.0,42.9,50.3,60.0,60.7,62.9,71.1,75.7,89.6,98.4,112.5,129.5,148.6,164.8,177.7,187.1,202.6,220.4,238.8,253.9,260.4,281.2,301.1,287.2,291.4,301.3,348.4,382.2,427.1,499.6,544.3,525.4,584.3,647.4,688.1,724.1,761.6,773.9,788.0,841.6,868.8,893.7,728.5,804.1,931.8
49,"    Imports",10.1,9.2,11.6,14.6,15.3,16.0,15.4,17.2,18.9,19.9,20.0,22.3,22.8,22.7,25.0,26.1,28.1,31.5,37.1,39.9,46.6,50.5,55.8,62.3,74.2,91.2,127.5,122.7,151.1,182.4,212.3,252.7,293.8,317.8,303.2,328.6,405.1,417.2,452.9,508.7,554.0,591.0,629.7,623.5,667.8,720.0,813.4,902.6,964.0,1055.8,1115.7,1252.5,1477.2,1403.6,1437.7,1557.1,1810.5,2041.5,2256.6,2395.2,2576.2,2001.9,2389.6,2695.5,2769.3,2766.4,2887.4,2794.9,2738.8,2931.6,3131.2,3117.0,2776.5,3408.3,3966.2
50,"        Goods",7.6,6.9,9.1,11.2,10.8,11.0,10.4,11.5,12.8,13.3,13.0,15.3,15.2,15.1,16.9,17.7,19.4,22.2,26.3,27.8,33.9,36.8,40.9,46.6,56.9,71.8,104.5,99.0,124.6,152.6,177.4,212.8,248.6,267.8,250.5,272.7,336.3,343.3,370.0,414.8,452.1,484.8,508.1,500.7,544.9,592.8,676.8,757.4,807.4,885.7,930.8,1051.2,1251.2,1176.2,1198.9,1299.0,1513.6,1722.8,1900.6,2002.7,2148.7,1588.1,1947.0,2231.1,2293.3,2293.9,2389.3,2289.6,2218.7,2369.9,2559.1,2516.7,2305.1,2842.4,3262.4
51,"        Services",2.5,2.4,2.5,3.4,4.5,5.0,5.1,5.7,6.1,6.7,7.1,7.0,7.6,7.6,8.1,8.4,8.7,9.3,10.7,12.2,12.6,13.7,14.9,15.8,17.3,19.3,22.9,23.7,26.5,29.8,34.8,39.9,45.3,49.9,52.6,56.0,68.8,73.9,82.9,93.9,101.9,106.2,121.7,122.8,122.9,127.2,136.6,145.1,156.5,170.1,184.9,201.3,226.0,227.4,238.9,258.1,296.9,318.7,356.0,392.5,427.5,413.8,442.5,464.3,476.1,472.5,498.1,505.4,520.1,561.7,572.1,600.3,471.4,565.9,703.8
52,Government consumption expenditures and gross investment,43.8,49.8,50.5,73.3,89.6,96.8,92.5,93.0,98.2,107.2,114.1,118.5,120.5,129.2,140.3,147.2,154.8,164.1,185.4,207.0,225.5,239.0,252.6,267.5,286.2,304.8,341.4,381.1,404.2,434.3,476.3,524.8,589.6,654.4,711.5,766.6,827.9,910.5,976.1,1031.5,1078.9,1151.9,1238.6,1299.0,1344.5,1364.9,1402.3,1449.4,1492.8,1547.1,1611.6,1719.9,1826.4,1950.0,2089.5,2210.6,2338.1,2475.3,2623.8,2790.6,2983.0,3076.3,3155.6,3147.9,3136.5,3132.6,3168.6,3233.4,3303.0,3397.1,3590.4,3789.9,3994.8,4193.1,4446.8
53,"    Federal",27.0,30.4,29.4,49.9,64.8,70.3,63.3,61.0,63.1,68.5,71.5,73.6,72.9,77.4,85.5,87.9,90.3,93.2,106.6,120.0,128.0,131.2,132.8,134.5,141.6,146.2,158.8,173.7,184.8,200.3,218.9,240.6,274.9,314.0,348.3,382.4,411.8,452.9,481.7,502.8,511.4,534.1,562.4,582.9,588.5,580.2,574.7,576.7,579.2,583.3,585.5,610.7,633.1,670.2,743.1,826.8,892.1,947.8,1001.2,1051.0,1152.0,1220.8,1300.2,1299.8,1287.0,1227.4,1217.1,1222.8,1237.4,1266.1,1346.3,1422.2,1523.4,1594.3,1635.5
54,"        National defense",20.9,22.3,22.6,43.7,57.4,61.1,54.4,52.4,55.0,59.9,62.2,60.9,60.9,64.5,69.7,70.0,69.7,70.6,82.5,95.0,101.4,102.1,100.7,98.0,100.7,102.6,109.9,118.0,125.0,134.4,145.2,160.6,183.4,213.4,245.4,272.1,298.8,329.5,352.4,372.4,382.1,391.2,405.0,414.0,406.5,391.6,382.1,377.2,377.3,372.0,368.8,383.3,392.6,413.2,458.9,521.2,569.9,609.4,640.8,679.3,750.3,787.6,828.0,834.0,814.2,764.3,744.1,730.4,729.4,748.3,795.1,851.1,884.6,898.6,928.4
55,"            Consumption expenditures",17.6,18.1,19.0,33.0,42.2,44.2,39.8,39.4,40.9,44.6,46.0,42.0,42.6,44.2,48.6,50.5,51.4,53.9,63.8,73.7,81.4,82.6,81.8,82.3,84.4,84.9,89.5,95.3,99.3,106.5,115.1,125.7,143.2,165.1,187.2,202.3,217.7,234.1,249.0,261.6,276.6,286.1,297.7,312.7,309.3,302.4,296.3,292.2,292.3,293.0,289.5,301.8,309.2,325.5,358.5,411.2,448.9,478.0,501.3,528.1,583.2,614.3,651.8,662.0,650.3,610.3,597.1,584.4,586.5,599.4,633.6,676.7,697.5,709.1,726.0
56,"            Gross investment",3.2,4.3,3.7,10.6,15.3,16.9,14.6,13.0,14.1,15.4,16.2,18.9,18.3,20.4,21.1,19.5,18.3,16.7,18.7,21.3,19.9,19.5,18.9,15.7,16.3,17.8,20.4,22.6,25.6,27.9,30.0,34.8,40.2,48.2,58.2,69.8,81.1,95.4,103.4,110.8,105.5,105.2,107.3,101.3,97.2,89.2,85.8,85.0,85.0,79.0,79.3,81.5,83.4,87.7,100.4,110.0,121.0,131.5,139.5,151.1,167.1,173.3,176.2,172.0,163.8,154.0,146.9,145.9,142.9,148.9,161.4,174.4,187.1,189.5,202.4
57,"        Nondefense",6.2,8.1,6.8,6.3,7.4,9.1,8.8,8.7,8.2,8.5,9.3,12.6,12.0,12.8,15.8,17.9,20.5,22.6,24.1,25.0,26.6,29.1,32.1,36.5,40.9,43.6,48.9,55.8,59.8,65.9,73.7,80.0,91.5,100.6,102.9,110.3,113.0,123.4,129.3,130.4,129.3,142.9,157.4,168.9,182.0,188.5,192.6,199.5,201.9,211.3,216.8,227.5,240.5,257.1,284.2,305.5,322.2,338.4,360.4,371.8,401.6,433.2,472.2,465.8,472.8,463.1,473.0,492.4,507.9,517.8,551.2,571.1,638.8,695.7,707.1
58,"            Consumption expenditures",5.0,6.4,4.9,4.4,5.4,7.4,7.3,7.4,6.4,6.3,6.6,9.8,8.4,8.6,10.5,10.7,11.7,12.6,12.7,14.3,15.4,17.9,20.6,24.3,27.9,29.7,33.6,38.5,40.7,44.7,49.0,53.1,61.4,68.4,71.2,77.7,78.5,86.3,90.8,88.7,86.8,96.8,106.5,113.4,122.8,127.1,133.0,136.8,137.1,146.6,148.3,154.1,166.5,180.9,202.4,220.4,234.8,247.8,264.3,272.9,297.1,323.9,351.1,342.1,349.4,346.1,353.2,367.3,375.8,379.1,400.8,413.0,461.1,507.3,503.0
59,"            Gross investment",1.2,1.6,1.9,1.9,2.0,1.7,1.5,1.2,1.7,2.2,2.7,2.8,3.6,4.3,5.4,7.2,8.8,10.0,11.4,10.6,11.2,11.3,11.5,12.1,13.1,13.9,15.3,17.2,19.1,21.3,24.7,26.9,30.1,32.2,31.8,32.6,34.5,37.1,38.5,41.7,42.5,46.0,50.9,55.5,59.2,61.5,59.6,62.7,64.8,64.7,68.4,73.4,74.0,76.2,81.7,85.1,87.5,90.5,96.1,98.9,104.6,109.4,121.0,123.7,123.5,116.9,119.8,125.1,132.1,138.6,150.4,158.0,177.7,188.5,204.1
60,"    State and local",16.7,19.4,21.1,23.4,24.8,26.5,29.2,31.9,35.1,38.7,42.6,44.9,47.6,51.9,54.8,59.3,64.5,70.9,78.9,87.0,97.6,107.8,119.8,133.0,144.5,158.6,182.5,207.4,219.4,234.0,257.4,284.2,314.7,340.4,363.1,384.2,416.1,457.6,494.4,528.7,567.4,617.8,676.2,716.0,756.0,784.8,827.6,872.7,913.7,963.8,1026.1,1109.2,1193.4,1279.8,1346.4,1383.8,1446.0,1527.5,1622.7,1739.5,1831.1,1855.6,1855.4,1848.2,1849.5,1905.2,1951.5,2010.6,2065.7,2131.1,2244.1,2367.7,2471.3,2598.7,2811.3
61,"        Consumption expenditures",12.6,14.0,15.2,16.3,17.4,18.5,19.9,21.8,23.7,26.1,28.9,30.8,33.5,36.6,38.7,41.5,45.2,49.7,55.4,61.3,69.4,79.0,90.4,102.3,113.2,124.6,142.0,162.8,174.5,190.0,206.6,225.9,249.0,273.5,296.1,315.4,338.5,370.3,398.2,426.6,457.0,498.5,544.0,578.7,616.3,643.6,678.8,712.8,743.5,781.0,829.8,895.6,961.9,1031.8,1084.9,1114.8,1168.2,1236.3,1307.4,1397.5,1473.2,1495.3,1508.1,1507.2,1515.7,1574.3,1612.0,1652.2,1691.1,1737.2,1825.3,1925.2,2019.7,2149.9,2341.1
62,"        Gross investment",4.1,5.4,5.9,7.0,7.4,8.0,9.3,10.1,11.4,12.7,13.7,14.1,14.1,15.3,16.1,17.8,19.3,21.2,23.5,25.7,28.1,28.8,29.3,30.7,31.3,34.0,40.5,44.6,44.9,44.0,50.8,58.4,65.7,66.9,67.0,68.8,77.6,87.3,96.2,102.2,110.4,119.2,132.2,137.3,139.7,141.2,148.8,160.0,170.2,182.9,196.3,213.6,231.5,248.0,261.5,269.1,277.8,291.3,315.3,342.0,357.9,360.3,347.3,341.0,333.7,330.9,339.5,358.4,374.6,393.9,418.8,442.5,451.7,448.8,470.2

Legend/Footnotes
"1. Net expenses of NPISHs, defined as their gross operating expenses less primary sales to households."
"2. Gross output is net of unrelated sales, secondary sales, and sales to business, to government, and to the rest of the world; excludes own-account investment (construction and software)."
"3. Excludes unrelated sales, secondary sales, and sales to business, to government, and to the rest of the world; includes membership dues and fees."
"4. Excludes software embedded, or bundled, in computers and other equipment."
5. Research and development investment excludes expenditures for software development. Software development expenditures are included in software investment on line 38.
