Table 2.5.4. Price Indexes for Personal Consumption Expenditures by Function
Table 2.5.4. Price Indexes for Personal Consumption Expenditures by Function
"Last Revised on: September 29, 2023"
Line,,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
43,"        Outpatient services",5.315,5.375,5.411,5.549,5.822,6.131,6.391,6.640,6.908,7.161,7.402,7.647,7.827,7.981,8.214,8.409,8.632,8.913,9.419,10.024,10.583,11.344,12.137,12.942,13.377,13.812,15.035,16.817,18.549,20.191,21.774,23.650,26.245,28.964,31.437,33.721,35.956,38.170,40.665,43.209,46.123,49.191,52.425,55.493,58.615,61.386,64.220,66.420,67.466,69.254,70.970,72.601,74.351,76.679,77.737,79.304,81.330,83.367,84.880,88.034,89.984,92.037,94.061,95.384,96.530,97.250,98.146,98.135,98.976,100.000,101.046,102.230,103.815,106.858,108.845
44,"            Physician services10",5.248,5.275,5.301,5.437,5.737,6.036,6.281,6.566,6.852,7.137,7.381,7.626,7.812,7.995,8.227,8.414,8.646,8.924,9.486,10.130,10.693,11.480,12.318,13.147,13.567,13.993,15.296,17.156,19.106,20.870,22.581,24.676,27.286,30.270,33.113,35.706,38.187,40.406,43.342,46.534,49.865,53.523,57.373,60.753,64.570,68.164,71.580,74.395,74.917,75.924,77.550,79.271,80.647,82.942,82.839,83.973,85.668,87.211,87.997,91.609,92.579,94.817,97.144,98.627,99.786,99.924,100.485,99.333,99.544,100.000,100.821,101.706,102.890,106.707,107.238
45,"            Dental services",4.057,4.178,4.223,4.333,4.474,4.730,4.944,5.046,5.203,5.332,5.489,5.628,5.740,5.771,5.937,6.098,6.264,6.469,6.678,7.013,7.394,7.920,8.362,8.902,9.262,9.565,10.276,11.349,12.093,12.986,13.888,15.054,16.847,18.454,19.883,21.215,22.937,24.387,25.740,27.487,29.331,31.128,33.159,35.604,37.964,39.920,41.793,43.806,45.828,47.951,49.992,52.329,54.714,56.932,59.471,61.905,64.956,68.562,72.132,75.845,79.745,82.120,84.382,86.344,88.332,91.371,93.329,95.699,98.405,100.000,102.732,104.998,108.109,110.581,115.046
46,"            Paramedical services",6.049,6.097,6.143,6.283,6.608,6.932,7.261,7.585,7.910,8.191,8.516,8.924,9.153,9.375,9.663,9.892,10.111,10.455,11.104,11.852,12.543,13.381,14.410,15.350,15.825,16.406,17.894,20.133,22.395,24.477,26.364,28.161,31.336,34.278,36.564,38.790,40.529,43.353,45.696,47.119,49.817,52.479,55.238,58.029,60.327,62.190,64.640,65.979,67.126,69.719,71.301,72.327,74.171,76.533,78.403,80.089,82.022,83.958,85.541,87.652,90.164,91.763,93.206,94.002,94.774,95.425,96.400,97.196,98.310,100.000,100.787,102.043,103.737,105.824,109.112
47,"                Home health care",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,50.712,53.627,56.546,59.560,62.441,64.961,67.009,69.696,70.934,72.207,75.833,77.887,78.547,81.481,83.618,85.510,86.010,88.036,88.954,89.530,91.149,92.656,94.077,95.145,95.139,95.909,95.578,96.427,97.556,99.086,100.000,102.395,105.299,108.563,110.743,113.461
48,"                Medical laboratories",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,57.702,61.027,64.303,67.688,71.030,73.872,76.193,79.262,83.664,84.757,85.409,85.655,85.216,87.013,90.206,91.708,93.057,94.080,97.565,97.791,100.423,100.631,101.575,101.509,101.851,101.900,100.488,100.160,100.156,99.940,100.000,98.835,98.043,97.892,97.803,97.490
49,"                Other professional medical services11",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,43.666,46.160,48.605,51.144,53.790,55.895,57.597,59.834,60.873,61.948,64.175,65.673,67.078,68.428,70.732,72.638,74.840,76.882,78.957,81.218,83.444,86.853,88.670,90.606,91.900,92.820,94.401,95.699,96.473,97.620,100.000,100.322,101.109,102.343,104.807,109.086
50,"        Hospital and nursing home services",2.744,2.796,2.926,3.159,3.314,3.443,3.521,3.625,3.728,3.909,4.091,4.182,4.725,4.850,4.949,5.116,5.339,5.496,5.661,6.018,6.442,6.888,7.443,7.734,8.118,8.597,9.457,10.478,11.436,12.345,13.441,14.861,16.779,19.050,21.559,23.812,25.739,27.282,28.782,30.675,33.334,36.869,40.631,44.424,48.082,50.906,52.735,54.760,56.426,57.238,58.022,59.242,61.127,63.302,65.621,69.194,72.490,75.238,78.348,81.238,83.776,86.373,88.789,90.727,92.810,94.591,95.827,96.834,98.200,100.000,102.573,104.906,108.439,111.556,114.761
51,"            Hospitals12",2.570,2.618,2.739,2.958,3.103,3.224,3.297,3.394,3.491,3.661,3.830,3.916,4.448,4.567,4.662,4.814,5.026,5.175,5.328,5.665,6.059,6.485,7.005,7.272,7.638,8.096,8.887,9.866,10.810,11.704,12.740,14.109,16.011,18.289,20.881,23.234,25.246,26.859,28.459,30.444,33.280,37.100,41.144,45.315,49.441,52.567,54.475,56.403,57.764,58.244,58.672,59.687,61.269,63.085,65.379,69.233,72.613,75.375,78.671,81.411,83.827,86.378,88.934,90.836,93.082,95.066,96.345,97.174,98.326,100.000,102.429,104.510,107.903,111.205,114.372
52,"            Nursing homes",4.177,4.256,4.453,4.808,5.044,5.242,5.360,5.517,5.675,5.951,6.227,6.366,6.672,6.831,6.958,7.252,7.548,7.759,8.010,8.516,9.147,9.736,10.539,11.003,11.512,12.142,13.486,14.800,15.853,16.866,18.385,20.151,22.177,24.370,26.227,27.750,29.137,30.276,31.204,32.578,34.275,36.339,38.761,40.819,42.362,43.856,45.351,47.792,50.708,52.885,55.133,57.215,60.419,64.217,66.652,68.876,71.766,74.447,76.655,80.264,83.391,86.211,87.929,90.044,91.302,92.054,93.068,94.997,97.514,100.000,103.378,107.175,111.536,113.486,116.924
53,"    Transportation",13.468,14.014,14.187,14.874,15.390,15.599,15.554,15.768,16.379,17.221,17.585,18.184,18.260,18.378,18.645,18.723,18.822,18.998,19.122,19.587,20.203,20.871,21.616,22.534,22.849,23.688,27.111,29.593,31.530,33.453,35.505,40.872,48.954,53.925,54.516,55.068,56.032,57.041,54.625,56.985,58.274,61.037,63.748,64.846,65.871,67.571,69.325,71.326,73.156,73.839,71.903,73.467,78.042,77.738,76.568,78.377,81.306,87.003,91.215,93.895,99.766,90.793,97.725,107.812,110.285,109.921,109.043,100.125,97.380,100.000,103.818,103.994,100.667,114.507,133.010
54,"        Motor vehicles",21.770,22.667,22.657,23.587,24.717,24.231,23.356,23.651,24.813,26.552,27.695,29.316,28.819,29.144,29.685,29.882,30.158,29.725,29.413,29.767,30.782,31.342,32.184,33.818,33.875,34.234,36.297,39.958,43.062,45.503,48.859,52.322,55.732,60.447,63.681,66.597,69.434,71.328,73.632,77.410,78.628,81.050,81.307,83.858,85.617,89.781,94.708,99.014,101.349,101.880,100.735,101.150,101.525,101.664,100.859,97.561,96.621,97.999,97.479,96.339,93.410,92.545,96.761,99.657,100.772,101.905,102.150,102.303,101.545,100.000,99.846,100.446,102.089,115.274,128.743
55,"            New motor vehicles",25.212,27.617,27.802,28.988,31.651,31.916,32.430,29.322,30.878,32.655,33.838,35.308,34.852,34.859,34.718,34.510,34.420,33.651,33.030,33.334,34.277,34.813,35.805,37.296,37.023,37.035,39.100,42.617,45.270,47.656,51.252,55.212,59.534,63.067,65.533,67.214,69.170,71.489,74.585,76.789,78.017,79.781,81.495,84.673,86.860,89.384,92.653,94.959,96.812,97.457,96.965,96.907,96.790,96.263,94.694,93.330,92.709,93.170,92.573,91.594,90.210,91.180,93.034,95.630,97.286,98.452,99.046,99.846,100.150,100.000,99.512,99.868,100.541,106.146,117.358
56,"            Net purchases of used motor vehicles",8.808,7.090,6.758,6.965,5.788,4.508,1.572,8.351,8.558,9.779,10.491,11.789,11.345,12.125,13.774,14.817,15.925,16.407,16.964,17.410,18.521,19.111,19.473,21.384,22.526,24.132,26.152,30.104,34.624,37.253,39.676,41.225,41.463,49.754,55.508,63.221,69.723,69.881,68.933,78.846,80.009,84.812,80.192,81.013,81.721,89.908,98.952,108.013,111.414,111.717,109.250,110.630,112.062,113.737,114.833,106.528,104.763,108.506,108.195,106.674,100.340,96.044,104.624,108.159,107.863,108.880,108.234,106.902,104.026,100.000,100.399,101.399,104.748,131.639,149.243
57,"        Motor vehicle operation",10.376,10.579,10.689,11.229,11.458,11.902,12.143,12.294,12.657,13.128,13.130,13.314,13.549,13.514,13.614,13.668,13.665,14.102,14.386,14.870,15.280,15.899,16.414,16.908,17.257,18.311,22.405,24.327,25.655,27.288,28.773,35.260,44.648,49.085,48.552,47.962,47.777,48.427,43.455,44.992,45.966,48.796,52.732,53.219,53.794,54.077,54.822,55.834,57.755,58.050,55.306,57.693,64.749,64.861,64.088,69.045,74.886,83.688,90.687,95.959,106.635,92.125,100.922,115.784,118.826,117.264,115.089,98.768,94.252,100.000,107.095,106.439,100.477,117.172,140.039
58,"            Motor vehicle parts and accessories",30.661,30.586,31.432,35.513,35.448,34.964,34.208,34.295,34.728,35.029,35.130,34.903,33.839,32.850,32.921,33.456,33.478,34.749,35.471,36.340,37.674,38.893,40.751,42.250,42.532,41.429,44.228,48.235,51.657,55.140,57.706,63.333,70.392,73.961,75.767,73.620,70.783,70.746,70.535,71.104,72.211,73.745,74.002,74.668,75.156,73.931,73.513,73.767,73.645,73.251,72.636,72.284,72.540,74.322,75.643,76.397,76.774,78.574,81.777,84.574,89.039,92.529,94.320,97.812,100.349,100.338,99.976,100.147,100.038,100.000,100.946,102.965,104.934,108.784,121.722
59,"            Motor vehicle fuels, lubricants, and fluids",8.981,9.169,9.183,9.372,9.561,9.966,10.182,10.290,10.601,11.060,10.952,11.107,11.428,11.316,11.387,11.359,11.285,11.712,11.981,12.377,12.560,12.973,13.089,13.184,13.356,14.633,19.768,21.094,21.991,23.264,24.275,32.532,45.150,50.238,47.697,46.137,45.447,45.814,35.981,37.364,37.681,41.159,46.857,46.241,46.062,45.594,45.810,46.539,49.389,49.379,42.987,46.798,59.795,57.650,54.199,63.139,74.250,90.276,101.889,110.459,128.647,94.378,111.350,139.944,144.849,140.838,135.501,99.724,88.729,100.000,113.111,109.291,93.296,124.421,162.682
60,"            Motor vehicle maintenance and repair",6.808,6.978,7.132,7.659,7.860,8.278,8.572,8.758,9.097,9.422,9.577,9.781,9.952,10.213,10.346,10.474,10.601,10.820,10.995,11.469,12.076,12.854,13.807,14.803,15.452,16.315,17.960,20.255,21.725,23.359,25.256,27.698,30.532,33.313,35.751,37.252,38.435,39.442,40.635,42.135,43.823,45.575,47.345,49.338,51.141,52.631,54.025,55.262,56.679,58.142,59.561,61.198,63.142,65.338,67.731,69.644,71.270,73.672,76.774,79.382,83.228,86.638,88.285,90.129,91.714,93.159,94.720,96.392,98.043,100.000,101.940,105.402,108.934,113.299,122.385
61,"            Other motor vehicle services",15.284,16.216,16.285,17.199,18.502,19.840,20.206,20.318,20.479,21.254,22.237,22.948,23.065,23.171,23.246,23.242,23.302,23.416,23.505,23.670,23.850,24.135,24.491,24.869,25.129,26.015,27.470,29.395,30.796,32.293,33.820,37.231,41.255,45.190,48.967,51.660,54.448,56.895,61.613,65.774,67.940,70.965,73.592,75.222,75.807,78.483,81.591,84.231,84.574,83.615,84.277,84.804,86.513,89.029,89.354,88.596,87.601,89.085,90.569,91.561,94.952,102.474,99.864,99.146,98.661,98.334,98.068,98.297,99.699,100.000,103.152,102.520,101.481,111.439,123.381
62,"        Public transportation",8.020,8.842,9.438,10.108,10.538,10.929,11.300,11.634,12.014,12.480,13.009,13.539,13.992,14.540,15.114,14.993,15.254,15.476,15.863,16.418,17.087,18.253,20.010,21.600,22.350,22.975,24.564,26.837,29.070,30.937,32.346,34.728,44.220,52.034,53.174,54.651,57.336,57.406,54.614,57.067,60.755,63.892,66.286,66.490,68.014,71.077,68.924,69.896,69.203,72.438,73.435,73.438,76.161,72.404,68.011,70.096,70.913,74.805,79.257,80.170,86.639,83.770,88.829,94.859,98.244,99.310,101.110,99.596,99.061,100.000,101.557,103.824,96.020,97.214,112.702
63,"            Ground transportation13",4.478,4.952,5.308,5.705,5.961,6.203,6.445,6.671,6.921,7.232,7.506,7.811,8.005,8.263,8.560,8.685,8.908,9.076,9.402,9.907,10.433,11.084,12.323,13.352,13.938,14.153,14.938,16.376,17.714,18.949,19.965,21.452,24.832,29.097,32.007,33.569,35.609,36.954,39.552,40.667,42.254,43.535,45.639,47.839,49.782,50.408,50.871,51.441,55.266,56.154,56.627,56.637,58.075,59.877,61.444,64.913,67.999,70.811,74.293,75.381,79.089,82.427,85.993,90.439,91.782,94.629,95.063,96.306,98.604,100.000,101.188,101.592,99.086,102.783,104.351
64,"            Air transportation",17.028,17.316,17.028,17.190,17.395,17.375,17.117,16.878,16.865,16.867,18.030,18.772,20.087,21.395,22.498,20.875,20.781,20.873,20.923,20.950,21.395,23.027,24.791,26.636,27.276,28.402,30.749,33.486,36.316,38.487,40.006,42.929,58.076,68.526,66.952,67.974,70.883,69.590,62.090,65.422,70.539,74.932,77.337,75.762,76.742,81.619,77.480,78.648,74.979,79.497,80.647,80.746,84.567,77.893,70.058,71.725,71.441,75.988,81.144,82.005,90.389,84.186,90.213,97.371,101.967,102.106,104.716,101.623,99.323,100.000,101.823,105.275,94.147,93.890,115.034
65,"            Water transportation",31.325,30.222,29.905,29.905,29.905,29.247,29.471,29.247,29.482,29.482,29.482,30.527,31.744,32.437,32.893,33.726,34.105,35.166,36.541,37.670,39.398,42.049,45.454,47.872,50.009,52.205,56.518,61.787,66.554,71.443,76.849,80.745,86.401,90.975,94.761,98.054,101.063,104.747,110.090,112.883,114.528,118.929,124.266,129.330,133.423,137.144,140.176,144.465,148.215,152.176,159.800,154.762,138.405,125.246,120.276,110.324,108.553,109.864,109.495,108.904,107.116,97.198,98.292,96.160,95.287,96.497,95.768,95.726,99.107,100.000,100.299,99.635,95.670,101.721,100.701
66,"    Communication",48.843,50.805,54.236,55.739,58.014,59.979,59.495,59.112,59.934,61.119,62.931,64.587,65.761,66.036,66.108,67.374,67.754,67.006,65.809,66.802,67.955,69.007,69.776,74.245,78.479,80.372,84.816,87.540,92.688,93.796,95.593,95.935,97.506,107.682,118.936,125.723,133.901,138.836,143.207,140.488,140.708,141.239,141.196,144.263,144.724,145.472,148.180,148.938,149.552,150.582,149.269,145.836,141.134,138.926,139.094,137.719,134.753,132.772,131.743,128.810,129.860,130.750,129.536,127.529,126.217,124.219,118.538,112.311,107.226,100.000,97.733,94.002,91.413,89.297,87.316
67,"        Telephone and related communication equipment",181.722,175.684,179.926,197.970,195.605,198.000,194.805,195.125,203.404,208.411,213.167,217.816,218.851,218.719,214.266,214.001,214.067,224.646,235.607,243.387,255.883,270.058,280.085,299.178,318.993,329.160,340.991,363.217,387.697,411.202,447.178,474.740,514.132,576.115,650.171,715.345,773.526,838.533,907.300,976.002,1044.750,1112.045,1202.235,1264.803,1334.339,1381.189,1431.084,1486.375,1570.569,1646.740,1598.845,1416.920,1279.844,1148.691,1002.905,836.319,722.852,633.227,529.577,449.518,396.357,350.272,314.455,297.500,256.436,216.899,168.824,141.320,115.485,100.000,92.736,79.355,67.936,57.311,49.646
68,"        Postal and delivery services",4.839,4.975,5.090,5.417,5.755,5.915,6.130,6.255,6.388,6.532,6.722,7.026,7.267,7.335,7.403,8.496,8.771,8.840,8.911,9.152,10.379,10.689,10.766,12.585,13.361,13.549,15.662,16.134,20.359,20.682,22.384,23.624,23.698,27.782,31.107,31.185,31.273,33.984,34.535,34.646,37.931,39.207,39.381,44.656,45.353,45.550,45.734,49.921,50.097,50.250,50.585,52.262,52.745,55.117,58.147,61.199,62.632,63.618,67.431,69.819,74.346,75.523,80.210,85.334,88.871,93.397,96.885,97.051,96.514,100.000,104.437,108.736,111.134,117.165,128.131
69,"            First-class postal service by U.S. Postal Service (USPS)",---,---,---,---,---,---,---,---,---,---,---,7.843,8.112,8.189,8.263,9.496,9.805,9.881,9.957,10.226,11.610,11.954,12.032,14.109,14.990,15.185,17.606,18.103,22.985,23.308,25.235,26.621,26.652,31.293,35.061,35.102,35.144,38.272,38.822,38.841,42.698,44.092,44.092,50.589,51.215,51.215,51.215,56.505,56.505,56.505,56.505,58.197,58.201,60.452,63.974,67.299,67.299,67.295,70.899,72.668,75.112,78.851,81.066,84.150,87.074,92.542,96.470,96.787,97.525,100.000,102.099,107.870,112.608,117.082,120.845
70,"            Other delivery services (by non-USPS facilities)",---,---,---,---,---,---,---,---,---,---,---,6.616,6.741,6.815,6.946,7.066,7.219,7.376,7.602,7.811,8.206,8.564,8.880,9.339,9.701,10.112,10.781,11.678,12.470,13.348,14.294,15.292,16.533,17.962,19.234,20.622,21.621,22.554,23.578,24.510,25.614,26.729,27.863,28.979,30.056,30.987,31.850,32.697,33.485,34.183,35.688,37.454,39.456,42.336,44.051,46.460,51.689,55.191,59.546,63.340,72.622,68.134,77.821,86.880,91.424,94.612,97.516,97.493,95.491,100.000,106.585,109.621,110.269,117.294,132.604
71,"        Telecommunication services",55.497,57.877,62.285,63.587,65.952,68.262,67.195,66.454,67.289,68.589,70.628,72.280,73.421,73.672,73.665,73.687,73.788,72.742,71.141,72.081,72.085,73.036,73.888,77.515,81.879,83.973,87.520,90.348,93.561,94.625,95.689,95.362,96.972,106.214,117.019,124.397,133.457,137.371,141.791,138.373,136.728,136.506,136.085,137.185,137.271,137.938,140.810,140.252,140.498,141.170,139.434,136.141,131.680,129.150,129.530,128.553,126.353,125.194,125.848,127.944,129.861,131.558,130.397,127.851,127.921,126.971,121.593,114.876,109.943,100.000,97.325,92.430,90.402,88.200,85.244
72,"        Internet access",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,197.690,200.319,189.507,180.545,166.926,153.959,140.282,123.068,117.132,120.538,125.243,133.943,129.994,125.836,128.112,129.276,130.385,127.195,125.054,118.830,95.685,96.598,99.984,100.643,99.700,99.927,100.863,102.016,101.251,101.134,100.000,99.243,100.722,99.934,101.065,102.939
73,"    Recreation",41.922,42.829,42.938,44.522,45.122,45.652,45.606,45.998,46.825,48.593,50.133,48.935,49.922,50.559,51.072,51.908,52.828,53.177,53.742,54.950,57.104,59.130,60.883,63.471,64.751,66.316,70.828,76.154,79.203,82.203,85.861,90.701,97.514,103.756,108.415,110.700,112.489,114.221,115.014,116.924,119.338,122.616,125.769,129.082,130.346,130.862,131.654,131.683,130.859,128.782,126.009,123.053,121.778,120.205,118.377,116.519,115.527,114.122,112.982,111.239,111.003,109.467,106.857,105.117,104.326,103.173,102.229,101.348,100.403,100.000,99.425,98.965,98.025,100.229,103.782
74,"        Video and audio equipment, computers, and related services",537.204,563.502,564.732,567.363,537.700,530.871,515.419,498.849,504.355,523.520,537.648,511.435,513.624,507.649,495.904,490.630,485.295,472.088,455.675,452.140,453.523,453.640,452.826,457.571,460.204,461.336,470.508,485.493,492.774,497.572,507.645,523.296,537.910,552.798,556.113,539.983,527.684,513.172,491.907,484.267,476.547,473.735,468.630,464.134,449.247,435.624,419.376,396.196,363.708,331.154,299.955,272.131,254.477,235.101,219.916,205.496,195.273,183.481,171.321,158.684,149.378,139.288,130.088,123.020,117.554,112.450,108.620,105.520,101.554,100.000,97.104,93.234,88.949,89.133,88.784
75,"            Video and audio equipment",---,---,---,---,---,---,---,---,---,---,---,1164.548,1164.479,1142.045,1103.665,1085.275,1068.504,1032.536,987.886,973.016,969.771,968.126,968.890,974.087,976.733,972.914,988.538,1016.349,1026.022,1025.964,1036.445,1059.682,1077.743,1096.450,1092.517,1061.583,1016.603,957.627,910.416,880.811,846.778,825.165,803.839,785.166,768.763,752.193,730.633,705.827,676.563,648.828,618.220,578.417,542.758,511.308,478.007,445.084,413.767,381.256,343.518,299.013,267.791,230.745,199.238,178.700,158.014,143.593,132.015,121.416,109.255,100.000,89.151,82.452,76.429,76.481,73.150
76,"            Information processing equipment",---,---,---,---,---,---,---,---,---,---,---,12589.382,12649.097,12641.782,12383.420,12369.678,12372.410,12988.187,13616.639,14067.916,14797.230,15615.014,16195.669,17295.017,18433.496,19021.888,19702.595,20979.829,22400.155,23733.981,25526.672,26829.164,25780.509,25753.162,23395.837,17836.024,16067.223,15133.344,11898.336,10905.513,10098.504,9463.418,8090.965,6864.666,5303.189,4149.991,3648.166,2927.947,2055.032,1412.269,985.679,724.619,593.062,456.694,366.545,303.171,270.993,239.096,212.060,195.285,180.227,167.450,155.562,142.590,132.719,123.207,116.512,111.846,104.046,100.000,96.904,90.329,82.577,81.372,80.159
77,"            Services related to video and audio goods and computers",---,---,---,---,---,---,---,---,---,---,---,18.730,19.017,19.125,19.155,19.212,19.209,18.888,18.598,18.876,19.277,19.275,18.949,19.329,19.463,19.876,20.497,21.320,21.898,22.572,23.635,24.992,26.819,28.503,29.979,31.042,32.499,34.135,35.282,36.928,38.958,41.075,43.885,47.181,49.367,51.948,51.794,52.469,54.784,57.795,60.253,61.900,63.887,65.741,68.724,70.826,72.981,74.688,77.290,78.494,80.351,81.791,82.466,84.098,87.596,89.495,91.201,92.600,95.476,100.000,101.623,103.342,106.534,109.961,114.368
78,"        Sports and recreational goods and related services",48.152,47.649,46.678,49.441,50.477,49.679,48.409,48.800,49.022,50.058,50.824,55.183,56.175,56.850,57.662,58.312,57.929,57.896,58.591,60.166,63.127,66.348,67.049,71.077,72.285,74.087,79.291,85.846,89.132,92.450,96.767,102.445,111.211,118.901,123.806,125.193,126.679,127.772,127.704,129.840,134.472,138.143,141.873,145.192,147.540,147.158,149.021,149.737,149.259,147.356,144.632,140.127,137.789,136.333,132.750,129.554,128.134,126.007,125.141,123.058,123.210,122.308,118.725,115.947,114.085,111.638,108.751,106.075,103.377,100.000,97.119,95.265,94.124,98.036,101.982
79,"            Sports and recreational vehicles",---,---,---,---,---,---,---,---,---,---,---,25.097,25.671,25.578,25.834,26.172,26.351,26.443,26.853,27.526,28.492,29.654,28.616,32.157,33.313,34.810,38.745,42.730,44.856,47.668,50.597,54.030,59.127,62.846,65.343,66.170,68.458,70.405,70.382,70.730,72.987,75.186,77.030,78.592,80.245,81.092,82.987,85.309,86.027,85.434,85.604,87.585,89.224,90.494,90.061,89.326,89.688,91.159,93.473,92.871,93.811,94.688,95.055,97.176,98.707,99.134,98.903,99.028,100.472,100.000,101.626,104.506,106.689,112.511,115.939
80,"            Other sporting and recreational goods",---,---,---,---,---,---,---,---,---,---,---,75.256,76.516,77.676,78.846,79.702,78.938,78.807,79.675,81.853,86.246,90.973,93.789,96.671,97.315,98.568,103.083,110.448,113.957,116.505,120.939,127.410,137.757,147.649,153.832,155.466,155.821,155.790,155.723,159.155,165.057,169.399,174.059,178.237,180.905,179.810,181.539,181.194,179.990,177.347,172.883,164.499,159.873,156.882,151.639,147.099,144.645,140.378,137.639,134.772,134.453,132.721,127.602,123.044,119.959,116.442,112.542,108.801,104.526,100.000,95.336,91.762,89.518,92.757,96.805
81,"            Maintenance and repair of recreational vehicles and sports equipment",---,---,---,---,---,---,---,---,---,---,---,29.286,30.234,29.990,30.344,30.905,31.431,31.788,32.533,33.436,34.707,36.391,33.917,40.318,42.268,44.818,51.220,57.425,60.538,65.005,68.697,73.102,79.743,85.077,88.531,89.604,92.323,94.244,93.652,94.052,97.477,100.136,103.562,106.797,108.325,108.287,110.168,111.345,111.250,110.453,109.805,108.415,107.226,106.786,104.931,103.889,103.643,104.047,105.560,104.926,106.662,108.013,107.049,106.757,107.012,106.411,104.957,103.261,101.913,100.000,100.037,101.198,102.443,109.297,114.939
82,"        Membership clubs, sports centers, parks, theaters, and museums",7.377,7.505,7.566,7.800,7.980,8.316,8.712,9.062,9.311,9.661,10.027,10.280,10.826,11.263,11.640,12.011,12.513,12.918,13.424,14.022,14.878,15.742,16.836,17.697,18.271,18.985,20.404,22.016,23.332,24.671,26.335,28.031,29.930,31.626,33.401,35.081,36.703,38.397,40.242,41.951,43.497,45.858,48.276,50.717,52.076,53.489,55.299,56.594,58.595,60.449,61.953,64.813,67.850,70.443,72.370,75.046,76.833,78.847,81.697,84.263,86.451,87.398,87.718,87.695,89.842,91.222,92.828,95.091,97.613,100.000,102.334,104.619,106.416,107.554,110.972
83,"            Membership clubs and participant sports centers",---,---,---,---,---,---,---,---,---,---,---,11.982,12.764,13.400,13.977,14.511,15.002,15.001,15.240,15.730,16.310,16.798,17.482,18.302,18.782,19.519,20.632,21.894,23.108,24.357,26.323,28.225,30.797,33.651,36.547,38.858,40.938,43.202,45.633,48.321,50.957,53.830,56.692,59.942,62.428,65.386,68.683,68.589,70.767,73.710,75.687,78.160,80.480,82.517,83.464,85.821,86.226,86.795,90.059,91.425,92.991,92.859,91.239,90.204,92.746,94.216,95.578,96.171,97.712,100.000,102.854,105.574,107.020,107.994,111.962
84,"            Amusements parks, campgrounds, and related recreational services",---,---,---,---,---,---,---,---,---,---,---,12.466,12.820,13.091,13.277,13.545,13.772,14.096,14.586,15.081,15.850,16.893,18.302,19.281,20.050,20.853,22.787,24.828,26.807,28.784,30.691,32.277,34.532,36.298,37.841,39.100,40.286,41.794,43.923,45.054,45.720,47.508,49.681,51.742,53.250,54.657,55.888,57.607,59.115,60.734,62.358,65.100,68.045,70.733,72.909,75.881,77.735,79.555,82.338,84.952,87.072,88.168,88.465,88.541,90.465,91.733,93.070,95.202,97.504,100.000,102.342,104.727,106.412,107.604,111.620
85,"            Admissions to specified spectator amusements",---,---,---,---,---,---,---,---,---,---,---,8.117,8.587,8.963,9.298,9.617,10.218,10.822,11.423,12.081,13.057,13.930,14.939,15.698,16.158,16.770,17.875,19.255,20.048,20.886,22.155,23.777,25.003,26.040,27.463,29.191,30.951,32.483,33.710,35.283,36.900,39.497,41.893,44.209,44.694,45.163,46.701,48.347,50.743,52.156,53.261,56.444,59.941,62.821,65.118,67.638,70.155,73.185,75.825,79.066,81.734,83.245,84.716,85.205,87.282,88.733,90.717,94.335,97.648,100.000,101.988,103.939,106.218,106.968,108.656
86,"                Motion picture theaters",---,---,---,---,---,---,---,---,---,---,---,7.348,7.828,8.229,8.588,8.904,9.626,10.385,11.183,12.021,13.182,14.259,15.655,16.572,17.017,17.690,18.931,20.486,21.326,22.218,23.519,25.245,26.538,27.645,29.151,30.987,32.864,34.492,35.799,37.506,39.188,41.934,44.520,46.893,47.448,47.954,49.612,51.362,53.880,55.377,56.560,60.075,63.893,66.246,68.343,71.896,74.178,76.583,79.268,82.376,84.237,85.549,86.840,87.745,89.429,90.462,92.079,94.140,97.508,100.000,102.076,103.983,105.419,109.536,115.188
87,"                Live entertainment, excluding sports",---,---,---,---,---,---,---,---,---,---,---,7.352,7.828,8.225,8.591,8.910,9.647,10.369,11.190,12.017,13.182,14.268,15.643,16.563,17.026,17.716,18.877,20.497,21.353,22.215,23.538,25.255,26.566,27.663,29.166,31.012,32.872,34.506,35.804,37.446,39.184,41.966,44.465,46.993,47.478,47.969,49.600,51.326,53.879,55.398,56.567,60.034,63.881,66.234,68.394,71.886,74.191,76.580,79.317,82.377,84.283,85.555,86.855,87.711,89.440,90.400,92.070,94.148,97.552,100.000,102.103,103.966,105.598,109.081,115.337
