Table 2.5.5. Personal Consumption Expenditures by Function
Table 2.5.5. Personal Consumption Expenditures by Function
"Last Revised on: September 29, 2023"
Line,,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
43,"        Outpatient services",3.8,3.8,4.0,4.2,4.6,5.1,5.7,6.0,6.5,7.1,7.9,8.7,9.2,9.6,10.7,11.5,13.5,14.4,15.4,16.3,17.8,19.9,22.3,24.1,26.3,29.9,33.2,38.5,43.4,49.5,54.7,61.5,70.6,83.6,90.7,103.3,115.8,129.4,143.4,164.4,186.2,204.6,232.1,253.8,282.6,297.5,314.6,336.6,351.3,369.1,390.4,407.1,436.6,475.8,514.7,550.0,589.3,624.4,650.7,686.3,724.0,748.4,774.6,802.3,829.8,842.1,881.5,935.2,989.7,1037.0,1082.4,1136.2,1080.3,1217.0,1287.7
44,"            Physician services10",2.4,2.5,2.6,2.8,3.0,3.3,3.7,3.8,4.2,4.6,5.1,5.5,5.8,5.9,6.5,7.0,8.2,8.6,9.1,10.1,10.9,12.4,14.0,15.3,16.7,18.5,20.4,23.6,25.9,29.7,32.7,37.2,43.3,51.0,55.8,62.9,69.9,77.5,85.4,99.1,112.5,121.9,134.8,144.9,158.7,162.1,168.3,177.8,183.4,190.9,202.0,212.1,229.2,249.3,269.3,291.5,314.2,333.9,348.5,365.7,385.0,397.1,410.5,426.5,441.2,444.8,466.2,496.1,526.5,551.4,571.6,597.1,570.4,634.0,662.0
45,"            Dental services",0.9,0.9,1.0,1.0,1.1,1.2,1.4,1.5,1.7,1.8,1.9,2.0,2.0,2.1,2.3,2.3,2.7,2.8,3.0,3.4,3.7,4.3,4.9,5.1,5.6,6.6,7.3,8.2,9.3,10.3,11.3,12.3,13.7,16.1,17.4,18.9,20.6,22.6,24.2,26.8,28.4,30.3,32.4,34.1,37.6,39.6,42.2,45.4,47.8,50.9,54.6,58.5,63.6,69.3,75.6,77.8,83.3,87.9,91.5,97.0,101.8,102.0,104.5,105.8,107.2,108.7,112.2,117.4,123.8,129.3,135.7,142.1,119.1,145.9,160.6
46,"            Paramedical services",0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,1.2,1.4,1.6,1.9,2.2,2.7,3.0,3.3,2.8,3.1,3.2,3.4,3.6,4.0,4.8,5.5,6.7,8.2,9.5,10.7,12.1,13.6,16.5,17.5,21.6,25.2,29.4,33.8,38.5,45.3,52.4,64.9,74.8,86.3,95.8,104.1,113.4,120.1,127.3,133.8,136.5,143.8,157.2,169.8,180.7,191.7,202.6,210.7,223.6,237.2,249.3,259.6,269.9,281.5,288.6,303.1,321.7,339.4,356.2,375.1,397.0,390.9,437.0,465.1
47,"                Home health care",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,11.0,12.0,14.3,18.4,22.1,27.0,31.9,36.7,41.6,44.5,45.7,45.3,43.2,42.8,45.4,47.0,50.3,53.8,57.0,59.4,64.5,68.7,73.6,77.1,81.8,86.4,89.2,93.1,98.1,102.1,107.4,113.6,122.6,122.1,131.3,140.4
48,"                Medical laboratories",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3.6,4.6,5.4,6.4,7.3,8.3,8.6,9.1,9.5,10.1,11.4,13.2,14.5,16.9,19.7,21.0,23.0,24.8,26.6,27.9,28.8,31.3,33.4,33.9,34.9,35.0,34.8,35.4,36.4,37.2,38.3,38.1,39.0,41.1,48.2,49.4
49,"                Other professional medical services11",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,23.9,28.7,32.6,40.1,45.4,51.1,55.4,58.3,62.3,65.5,70.2,75.2,78.8,84.1,92.0,101.8,107.4,113.1,118.9,123.4,130.4,137.1,142.2,148.6,153.3,160.1,164.5,174.7,187.2,200.1,210.6,223.4,235.5,227.7,257.6,275.3
50,"        Hospital and nursing home services",2.0,2.2,2.4,2.7,3.0,3.3,3.6,3.9,4.4,4.9,5.5,6.2,6.9,7.5,8.4,9.5,10.6,11.6,13.3,15.7,18.8,22.1,25.4,29.6,33.5,37.3,42.9,50.5,58.5,66.2,76.5,87.3,101.0,118.3,134.5,149.8,160.7,172.8,186.8,201.6,223.9,246.6,274.1,302.0,330.1,351.4,365.9,383.3,400.8,421.8,441.6,456.5,481.8,520.8,568.2,604.1,649.6,696.1,741.2,791.9,831.4,884.3,925.0,954.9,991.5,1021.6,1064.0,1124.5,1174.9,1208.3,1262.3,1333.0,1274.4,1413.5,1489.1
51,"            Hospitals12",1.9,2.0,2.3,2.5,2.9,3.1,3.4,3.7,4.1,4.6,5.3,5.9,6.3,6.8,7.5,8.3,9.1,10.0,11.3,13.2,15.7,18.3,20.9,24.3,27.6,30.6,35.3,41.7,48.6,55.1,63.6,72.9,84.7,100.0,115.2,127.4,135.8,145.8,157.4,170.9,188.8,207.7,228.8,253.3,277.6,295.5,307.2,318.4,330.1,345.5,360.1,373.2,393.9,427.1,469.5,498.4,537.9,577.2,617.0,658.1,689.8,736.3,769.9,797.0,830.3,857.7,894.6,949.5,992.6,1022.7,1072.2,1135.9,1087.1,1223.9,1282.2
52,"            Nursing homes",0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.6,0.7,0.9,1.1,1.5,1.6,2.0,2.4,3.0,3.8,4.5,5.3,6.0,6.7,7.7,8.8,9.9,11.1,12.8,14.4,16.4,18.3,19.3,22.4,24.9,27.0,29.4,30.7,35.1,38.9,45.3,48.7,52.5,55.9,58.7,64.8,70.7,76.3,81.5,83.2,87.9,93.7,98.6,105.7,111.8,119.0,124.2,133.8,141.6,148.0,155.1,157.9,161.1,163.9,169.3,175.1,182.3,185.6,190.1,197.0,187.3,189.7,206.8
53,"    Transportation",18.0,21.2,24.6,24.2,24.4,28.0,27.4,33.4,32.7,35.7,33.7,38.8,40.8,39.3,44.1,47.8,50.7,56.5,59.0,61.0,69.8,75.9,76.5,88.7,98.3,108.6,112.8,124.4,147.4,168.1,184.5,207.1,226.5,250.7,255.9,284.9,321.8,357.4,362.6,376.6,404.8,428.3,442.9,418.3,451.3,485.0,527.3,552.5,596.7,639.3,666.2,726.3,793.1,805.6,806.8,840.1,893.8,955.3,987.9,1028.0,1017.0,879.7,961.8,1080.3,1135.5,1177.9,1217.4,1181.6,1184.3,1261.3,1348.1,1354.5,1144.1,1521.5,1770.5
54,"        Motor vehicles",6.6,9.3,12.1,10.6,9.7,12.4,11.4,16.1,14.0,15.5,12.9,16.4,17.1,15.2,18.6,21.2,22.6,26.2,26.2,25.6,30.8,32.0,28.5,36.1,41.4,45.5,38.7,42.4,56.8,66.9,74.8,73.8,66.5,73.4,79.6,100.8,124.4,146.6,164.0,164.2,175.9,180.8,176.9,157.9,176.1,193.9,216.1,220.3,235.8,253.9,280.7,309.7,321.4,342.0,359.7,357.4,362.2,359.3,341.5,344.3,287.9,265.7,287.9,304.4,333.3,355.0,381.4,415.6,425.8,446.8,465.3,458.2,458.4,596.1,616.9
55,"            New motor vehicles",5.4,8.0,10.7,9.0,8.3,11.4,11.1,14.2,12.0,13.0,10.1,13.6,14.5,12.5,15.6,17.9,19.0,22.2,22.0,21.1,26.0,26.8,23.4,30.5,35.2,38.7,31.7,34.6,46.6,55.9,62.7,61.4,54.3,59.1,64.3,82.9,99.7,117.8,134.0,128.8,138.2,139.3,134.7,112.9,126.7,138.9,151.2,147.5,153.0,162.2,179.4,200.1,210.7,230.0,243.6,251.6,252.4,248.9,233.0,233.2,185.2,165.6,182.3,207.9,237.0,249.8,264.4,276.9,273.8,280.7,286.4,285.7,292.8,351.2,374.7
56,"            Net purchases of used motor vehicles",1.3,1.3,1.5,1.6,1.4,1.0,0.3,1.9,2.0,2.5,2.8,2.8,2.6,2.7,3.0,3.3,3.6,4.0,4.1,4.5,4.8,5.2,5.0,5.6,6.2,6.8,7.0,7.8,10.2,11.1,12.0,12.4,12.2,14.3,15.3,18.0,24.7,28.8,29.9,35.5,37.7,41.5,42.2,45.0,49.4,55.0,64.9,72.9,82.9,91.7,101.4,109.6,110.7,112.0,116.1,105.8,109.8,110.5,108.5,111.2,102.7,100.1,105.6,96.6,96.3,105.2,117.0,138.7,152.0,166.1,178.9,172.5,165.6,244.9,242.2
57,"        Motor vehicle operation",8.4,9.0,9.7,10.7,11.6,12.6,13.0,14.4,15.7,17.0,17.8,19.1,20.3,20.7,22.0,23.0,24.3,26.2,28.4,30.5,33.5,37.4,41.0,44.9,48.2,53.7,63.4,70.6,77.4,86.4,94.0,115.8,139.7,155.9,154.4,160.2,170.3,182.7,169.4,181.1,194.2,210.5,226.9,221.0,234.7,246.1,262.1,278.3,301.5,318.3,312.3,338.9,384.8,382.9,371.0,401.4,444.6,505.7,551.6,585.7,626.0,515.4,569.7,657.2,678.6,689.7,694.2,624.3,614.6,661.0,713.0,712.8,602.0,778.9,927.0
58,"            Motor vehicle parts and accessories",1.3,1.2,1.5,1.5,1.6,1.5,1.3,1.6,1.7,2.0,2.1,2.4,2.5,2.6,2.8,3.0,3.2,3.5,3.8,4.0,4.6,5.4,6.1,7.1,8.0,8.9,9.5,10.3,11.4,12.9,14.4,16.3,17.9,19.6,20.4,22.1,22.8,23.5,23.5,23.9,26.3,27.0,28.3,27.8,28.7,30.8,33.7,35.4,37.6,39.1,39.5,41.1,41.8,41.3,41.7,44.1,47.1,50.6,53.4,56.2,55.4,52.9,56.6,60.7,63.3,67.1,70.2,75.1,78.8,82.6,84.7,86.8,88.6,104.7,113.9
59,"            Motor vehicle fuels, lubricants, and fluids",4.8,5.3,5.5,6.1,6.8,7.4,7.8,8.6,9.4,10.2,10.6,11.3,12.0,12.0,12.6,13.0,13.6,14.8,16.0,17.1,18.6,20.5,21.9,23.2,24.4,28.1,36.1,39.7,43.0,46.9,50.1,66.2,86.7,97.9,94.1,93.1,94.6,97.2,80.1,85.4,88.4,98.7,111.4,108.9,112.9,114.5,116.5,120.4,130.5,134.4,120.8,134.2,168.6,162.5,153.6,179.0,213.4,261.4,295.9,319.9,361.0,263.8,312.1,386.8,397.8,395.7,383.1,297.4,268.6,302.5,341.7,328.7,238.4,361.1,477.5
60,"            Motor vehicle maintenance and repair",2.0,2.2,2.3,2.7,2.8,3.2,3.3,3.6,4.0,4.3,4.4,4.8,5.1,5.4,5.8,6.2,6.6,7.0,7.6,8.2,9.1,10.1,11.4,12.9,14.0,14.7,15.7,18.3,20.5,23.8,26.4,29.8,31.2,33.9,35.1,39.9,45.9,53.4,56.2,61.5,68.3,72.5,73.9,69.4,73.7,77.0,82.4,86.9,90.8,93.9,99.6,105.9,112.5,118.2,120.8,126.7,131.1,136.9,138.9,143.4,140.5,133.8,136.7,144.8,148.5,150.7,156.6,159.3,167.6,172.3,179.1,186.7,178.4,206.0,226.4
61,"            Other motor vehicle services",0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,1.0,1.1,1.1,1.2,1.4,1.5,1.7,1.9,2.0,2.0,2.3,2.5,2.9,3.0,3.4,3.9,4.5,4.7,5.2,7.1,8.7,9.6,10.3,11.3,12.3,13.3,15.0,19.4,23.8,29.4,35.7,42.6,50.9,52.5,57.8,61.9,60.9,54.9,51.6,53.0,56.7,63.3,66.1,69.2,64.9,64.3,64.9,68.9,76.2,84.3,92.5,99.5,103.6,107.5,110.6,96.5,107.1,109.1
62,"        Public transportation",3.0,2.9,2.8,3.0,3.1,3.1,3.0,3.0,3.1,3.2,3.1,3.2,3.4,3.4,3.6,3.6,3.8,4.1,4.4,4.9,5.6,6.5,7.1,7.8,8.7,9.4,10.7,11.4,13.2,14.8,15.7,17.5,20.2,21.4,21.9,23.9,27.0,28.1,29.2,31.3,34.6,37.1,39.2,39.3,40.5,45.0,49.1,53.8,59.3,67.0,73.1,77.7,86.9,80.7,76.1,81.3,87.1,90.2,94.9,98.1,103.0,98.6,104.2,118.7,123.6,133.2,141.8,141.7,143.9,153.5,169.8,183.4,83.7,146.5,226.6
63,"            Ground transportation13",2.9,2.8,2.7,2.8,2.8,2.8,2.7,2.6,2.7,2.7,2.6,2.6,2.7,2.6,2.7,2.7,2.7,2.8,3.0,3.1,3.3,3.6,4.0,4.3,4.6,4.7,5.2,5.5,6.0,6.5,6.6,7.1,7.4,8.0,8.4,8.7,9.3,9.8,9.9,10.0,11.2,11.8,12.9,14.0,14.8,15.4,16.1,16.7,17.4,18.1,20.1,21.3,22.9,24.7,24.6,25.3,27.8,29.6,32.4,33.3,34.4,33.9,34.6,37.6,38.8,42.1,45.6,48.2,50.8,55.0,61.6,62.5,32.5,41.5,56.9
64,"            Air transportation",0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.7,0.8,0.9,0.9,1.1,1.3,1.5,1.8,2.2,2.8,3.1,3.5,4.1,4.7,5.5,5.9,7.1,8.3,9.1,10.4,12.8,13.4,13.5,15.1,17.6,18.1,19.0,20.9,23.0,24.8,25.9,25.1,25.6,29.2,32.3,36.1,40.4,47.2,51.0,54.3,61.8,53.6,49.3,53.6,56.7,58.1,59.8,62.0,65.9,62.3,66.9,78.6,82.1,88.3,93.2,90.0,89.6,94.7,104.3,116.5,48.5,101.0,165.0
65,"            Water transportation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.4,0.5,0.4,0.3,0.2,0.1,0.3,0.6,1.1,1.5,1.8,2.0,2.1,2.2,2.3,2.3,2.4,2.5,2.5,2.6,2.8,2.8,2.4,2.6,2.4,2.6,2.8,3.0,3.4,3.5,3.8,4.0,4.3,2.7,4.0,4.7
66,"    Communication",1.9,2.1,2.3,2.6,2.9,3.2,3.3,3.6,3.9,4.3,4.5,4.8,5.2,5.6,5.9,6.4,6.9,7.5,8.1,8.9,9.7,10.7,11.6,12.8,14.4,16.1,17.7,20.0,22.4,24.3,27.0,29.4,31.8,36.0,41.1,44.8,48.4,53.1,56.9,60.0,63.1,67.3,70.1,73.9,81.1,85.8,93.3,98.9,108.3,120.1,128.8,140.2,153.8,159.1,161.1,165.1,171.2,177.3,190.5,203.0,214.0,212.8,220.7,228.1,232.5,243.3,262.8,269.1,278.4,283.2,290.2,294.0,294.6,316.5,333.0
67,"        Telephone and related communication equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.7,1.0,1.2,1.2,1.2,1.2,1.3,1.3,1.4,1.6,1.8,1.9,2.0,2.3,2.7,3.0,3.4,3.7,4.2,4.8,5.5,5.8,6.2,7.5,8.6,9.2,11.2,13.1,14.4,16.0,18.1,19.5,22.2,23.3,26.2,28.1,26.9,27.6,28.3,28.0,25.2,30.2,32.1
68,"        Postal and delivery services",0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.5,1.7,1.9,2.0,2.1,2.2,2.6,2.7,3.0,3.3,3.6,4.1,4.7,5.0,5.4,5.9,6.3,6.8,7.3,7.5,7.5,7.8,7.8,8.0,8.5,9.2,9.5,9.6,9.8,9.9,9.9,9.7,9.5,10.1,10.7,11.3,13.0,13.7,15.1,14.3,14.5,13.6,12.7,12.8,13.5,13.7,14.2,14.0,14.6,14.7,15.6,17.2,18.2
69,"            First-class postal service by U.S. Postal Service (USPS)",---,---,---,---,---,---,---,---,---,---,---,0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.8,1.9,2.0,2.1,2.5,2.6,2.9,3.2,3.5,4.0,4.7,4.8,5.2,5.6,5.9,6.3,6.7,6.7,6.7,6.8,6.7,6.9,7.2,7.8,8.1,8.2,8.2,8.2,8.1,7.8,7.7,8.0,8.3,8.5,9.6,9.8,10.8,10.1,9.8,8.8,7.4,7.3,7.6,7.5,7.5,6.8,6.8,6.6,6.4,6.4,6.5
70,"            Other delivery services (by non-USPS facilities)",---,---,---,---,---,---,---,---,---,---,---,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.9,1.0,1.1,1.2,1.3,1.4,1.4,1.4,1.6,1.7,1.8,1.8,1.7,2.1,2.5,2.8,3.4,3.9,4.4,4.3,4.7,4.8,5.2,5.5,5.9,6.2,6.7,7.3,7.8,8.1,9.2,10.8,11.7
71,"        Telecommunication services",1.6,1.7,1.9,2.2,2.4,2.7,2.8,3.1,3.3,3.6,3.9,4.2,4.5,4.8,5.1,5.5,6.0,6.5,7.0,7.7,8.3,9.3,10.1,11.0,12.4,14.2,15.5,17.7,19.8,21.6,23.9,25.7,27.6,30.9,35.1,38.6,41.8,46.0,49.3,51.9,54.4,58.1,60.7,64.0,71.0,75.0,81.3,85.2,92.8,103.1,110.0,117.6,126.4,131.2,131.3,130.4,132.8,137.7,144.8,149.0,152.2,146.4,147.6,149.6,146.3,151.2,160.9,156.9,160.0,162.4,168.6,170.4,169.4,177.8,183.0
72,"        Internet access",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.0,0.0,0.1,0.1,0.2,0.3,0.4,0.8,1.6,2.7,3.6,4.9,7.9,12.0,12.4,14.1,17.1,18.9,19.1,21.5,27.2,32.3,36.1,40.5,45.5,51.3,55.9,62.1,70.3,77.2,79.1,78.7,80.9,84.4,91.3,99.7
73,"    Recreation",10.3,10.6,11.7,12.3,13.0,13.8,14.3,15.4,16.4,16.8,17.3,18.8,19.7,20.5,22.1,23.9,26.3,28.9,33.4,35.8,39.9,43.7,47.0,50.1,56.2,63.0,68.9,77.1,86.2,94.9,106.3,118.9,127.4,141.6,151.4,169.3,190.0,207.2,225.4,247.0,273.4,295.7,314.7,326.3,346.8,378.4,414.0,449.8,481.5,509.5,544.3,589.9,633.7,647.0,669.3,704.3,758.8,805.2,855.7,897.0,900.0,863.4,884.4,901.6,934.4,970.6,1012.6,1059.4,1112.7,1169.9,1231.7,1289.7,1284.0,1537.8,1707.1
74,"        Video and audio equipment, computers, and related services",1.7,1.9,2.7,2.6,2.8,3.1,3.3,3.5,3.7,3.6,3.7,4.0,4.1,4.3,4.6,5.0,5.6,6.4,7.6,8.5,9.2,9.8,10.5,11.0,12.4,13.9,15.0,16.8,18.5,20.0,21.7,24.1,25.9,28.7,31.1,38.5,44.2,50.8,58.8,65.3,73.2,77.7,81.1,84.6,89.1,98.7,108.6,119.3,128.0,135.9,149.9,166.1,181.2,184.9,191.4,201.5,223.6,240.0,257.8,273.8,276.5,267.2,275.5,282.8,293.7,300.0,306.5,311.8,323.7,339.2,362.6,384.9,430.8,497.0,535.1
75,"            Video and audio equipment",---,---,---,---,---,---,---,---,---,---,---,2.8,2.8,3.0,3.1,3.4,4.0,4.7,5.8,6.5,7.1,7.4,8.0,8.3,9.4,10.5,11.3,12.6,13.9,14.8,16.2,18.2,19.3,20.6,20.6,24.5,28.1,32.3,36.1,39.5,42.3,43.8,43.7,43.0,44.6,48.1,53.5,56.8,58.5,58.8,65.4,73.0,79.9,82.8,85.9,87.2,94.1,101.4,106.3,106.0,100.5,87.7,83.2,81.5,77.8,74.7,71.8,68.9,66.0,64.7,67.0,69.2,67.5,81.2,85.7
76,"            Information processing equipment",---,---,---,---,---,---,---,---,---,---,---,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.8,1.7,3.3,3.5,3.3,5.7,6.7,8.8,8.9,9.6,12.5,12.7,16.0,20.5,25.0,29.6,34.2,37.6,40.7,44.1,42.1,44.5,50.7,60.4,68.4,77.1,88.2,90.4,88.3,95.0,101.8,107.9,113.5,119.1,119.6,127.4,144.0,164.3,180.6,225.5,268.3,295.2
77,"            Services related to video and audio goods and computers",---,---,---,---,---,---,---,---,---,---,---,1.1,1.2,1.3,1.3,1.4,1.4,1.5,1.6,1.7,1.9,2.1,2.2,2.3,2.6,2.9,3.2,3.7,4.0,4.6,4.8,5.3,6.0,7.3,8.8,10.7,12.7,15.1,17.0,19.0,22.1,24.9,27.8,29.1,31.8,34.5,34.6,37.4,39.9,42.9,47.0,52.5,57.2,60.0,60.9,63.6,69.1,70.2,74.4,79.6,85.7,91.1,97.3,99.5,108.0,111.8,115.6,123.3,130.3,130.5,131.3,135.1,137.9,147.5,154.2
78,"        Sports and recreational goods and related services",2.2,2.2,2.5,2.8,2.9,3.1,3.1,3.4,3.7,3.9,4.0,4.5,4.7,4.8,5.2,5.7,6.4,7.2,8.5,9.2,10.7,11.7,12.1,13.1,15.6,17.5,18.5,21.3,24.6,27.3,30.6,33.8,33.6,36.6,37.9,40.1,46.8,49.6,53.7,59.8,65.1,70.9,74.2,76.5,80.6,87.3,95.5,101.9,107.8,113.4,122.7,134.0,146.0,150.7,156.1,163.0,173.6,184.1,193.5,197.7,191.3,174.6,177.4,183.7,193.1,205.2,218.1,234.3,248.0,257.3,267.8,278.1,334.3,399.0,433.0
79,"            Sports and recreational vehicles",---,---,---,---,---,---,---,---,---,---,---,0.8,0.8,0.7,0.8,0.9,1.2,1.4,1.7,1.9,2.6,3.3,3.5,4.2,5.5,6.4,6.2,7.5,8.6,10.0,10.8,11.7,9.8,10.4,10.3,10.7,13.8,14.6,15.7,16.4,17.0,17.3,16.6,16.0,15.9,18.0,20.4,22.5,24.1,26.0,28.7,31.8,34.9,35.4,36.5,41.0,45.9,49.1,51.4,52.4,46.3,36.4,35.8,37.3,40.7,46.6,51.7,57.7,63.6,70.6,73.2,74.3,87.0,107.6,113.8
80,"            Other sporting and recreational goods",---,---,---,---,---,---,---,---,---,---,---,3.6,3.8,4.1,4.4,4.8,5.2,5.7,6.7,7.2,7.9,8.3,8.4,8.7,9.9,10.9,12.1,13.6,15.8,16.9,19.3,21.5,23.2,25.5,26.8,28.6,31.9,33.9,36.7,41.8,46.3,51.5,55.4,58.4,62.8,67.2,73.0,77.0,81.3,84.8,91.0,98.6,106.8,110.7,114.6,117.1,122.8,130.0,137.1,140.2,140.2,134.0,137.2,141.7,147.4,153.5,161.0,171.2,179.0,181.1,188.9,197.8,241.3,284.4,311.8
81,"            Maintenance and repair of recreational vehicles and sports equipment",---,---,---,---,---,---,---,---,---,---,---,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.4,0.4,0.6,0.6,0.7,0.8,0.8,1.1,1.1,1.3,1.5,1.7,2.0,2.1,2.1,2.0,2.1,2.1,2.4,2.4,2.6,3.1,3.6,4.2,4.6,5.0,4.9,4.8,4.9,5.0,5.1,4.7,4.2,4.4,4.8,5.0,5.1,5.3,5.4,5.4,5.6,5.6,5.9,6.0,6.9,7.4
82,"        Membership clubs, sports centers, parks, theaters, and museums",2.7,2.7,2.6,2.6,2.7,2.7,2.9,3.1,3.3,3.2,3.2,3.5,3.8,4.1,4.3,4.6,4.8,5.0,5.4,5.7,6.3,6.9,7.6,8.1,8.6,9.4,10.8,12.1,13.2,15.0,16.6,18.3,20.1,22.6,24.6,27.2,29.4,32.0,33.9,35.8,40.0,45.3,49.7,52.1,57.4,61.2,64.2,69.5,74.6,79.0,83.3,87.3,91.9,94.3,97.5,103.8,110.3,117.9,127.2,137.3,141.8,141.2,146.1,147.2,153.7,161.5,171.4,183.5,196.1,209.7,221.1,233.1,133.1,179.6,230.4
83,"            Membership clubs and participant sports centers",---,---,---,---,---,---,---,---,---,---,---,1.0,1.1,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.9,2.2,2.6,3.1,3.5,3.7,4.0,4.5,4.9,5.5,6.4,7.2,8.6,9.9,11.0,12.1,13.4,14.3,15.0,16.3,16.8,17.5,18.6,20.3,24.3,25.0,25.9,26.4,26.6,27.5,29.3,31.8,34.3,37.4,40.7,41.4,40.2,40.9,41.7,43.8,45.8,47.7,50.5,53.6,56.1,58.1,60.8,43.5,57.0,64.9
84,"            Amusements parks, campgrounds, and related recreational services",---,---,---,---,---,---,---,---,---,---,---,0.8,0.9,1.0,1.1,1.2,1.3,1.3,1.5,1.6,1.8,2.2,2.5,2.8,3.2,3.8,4.3,4.8,5.3,6.0,6.6,7.3,8.5,9.9,10.5,11.5,11.8,12.8,12.8,13.1,14.9,17.3,19.2,20.0,23.3,24.6,25.7,28.4,29.3,28.4,29.4,30.0,31.1,31.3,30.2,31.4,32.1,33.6,35.0,36.8,38.7,38.2,40.1,41.4,44.3,47.4,51.3,56.7,61.6,66.8,71.2,75.3,45.7,59.4,74.9
85,"            Admissions to specified spectator amusements",---,---,---,---,---,---,---,---,---,---,---,1.6,1.7,1.7,1.8,1.9,2.0,2.2,2.3,2.4,2.8,3.0,3.2,3.4,3.4,3.4,3.9,4.2,4.3,4.9,5.7,6.2,6.4,6.8,7.7,8.3,9.3,9.3,10.0,10.3,11.4,12.9,14.4,15.2,15.7,17.5,18.6,20.1,22.4,23.7,26.1,28.1,30.6,32.3,35.0,37.9,40.8,43.7,48.4,53.6,55.3,56.5,58.7,57.0,58.1,59.9,63.2,66.7,71.0,75.3,80.3,84.4,34.7,51.3,77.3
86,"                Motion picture theaters",---,---,---,---,---,---,---,---,---,---,---,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.2,1.2,1.4,1.5,1.6,1.7,1.7,1.6,2.0,2.2,2.1,2.4,2.8,2.8,2.6,2.7,3.1,3.2,3.4,3.2,3.3,3.4,3.9,4.6,5.1,5.2,4.9,5.1,5.3,5.6,6.1,6.6,7.2,7.9,8.6,9.0,9.6,9.9,10.0,9.7,10.4,10.9,11.1,11.8,12.3,11.4,12.4,12.6,12.7,13.4,13.9,13.3,14.2,13.6,3.3,5.4,8.8
87,"                Live entertainment, excluding sports",---,---,---,---,---,---,---,---,---,---,---,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.7,0.8,0.9,1.1,1.3,1.5,1.7,1.8,2.1,2.4,2.7,3.3,3.5,3.8,3.8,4.5,4.7,5.2,6.1,6.5,7.0,7.5,7.9,8.7,9.5,10.4,11.1,11.9,13.9,15.9,18.3,20.7,23.6,24.6,25.5,26.7,25.1,24.9,25.0,27.1,29.9,32.4,34.9,36.9,39.4,17.8,25.2,37.9
